user,movieID,userRating,IMDBrating
9265510,tt0907657,10,7.9
9265510,tt0340377,10,7.7
9265510,tt0110083,1,5.1
9265510,tt1152836,10,7.0
22609130,tt1170358,6,7.9
22609130,tt1462059,2,7.2
22609130,tt1286039,1,7.7
29094907,tt1392190,10,8.1
29094907,tt2103281,9,7.6
29094907,tt0831387,4,6.5
29094907,tt0993846,10,8.2
13974202,tt1442437,10,8.6
13974202,tt1155076,1,6.2
38791993,tt1837562,9,6.5
38791993,tt1032763,9,5.5
38791993,tt1517260,8,5.9
38791993,tt1922685,8,5.8
38791993,tt1904996,8,6.2
38791993,tt1758610,10,7.2
38791993,tt1549920,8,6.4
38791993,tt0975645,8,6.9
38791993,tt1540128,9,5.7
38791993,tt1477855,7,5.9
38791993,tt0780504,8,7.8
38791993,tt0172495,10,8.5
38791993,tt1291584,10,8.2
38791993,tt1024648,9,7.8
38791993,tt0433035,9,7.1
38791993,tt0758774,9,7.1
38791993,tt1567609,7,7.0
38791993,tt1648179,8,6.5
38791993,tt1649419,8,7.6
38791993,tt1862079,8,7.0
38791993,tt1659337,9,8.0
38791993,tt1045658,10,7.8
38791993,tt1547234,8,6.5
62408968,tt2015381,10,8.1
57732138,tt2361509,8,7.2
24532641,tt1204975,9,6.6
24532641,tt1327773,10,7.2
24532641,tt0087843,9,8.4
24532641,tt1291580,10,7.0
24532641,tt0363163,9,8.3
24532641,tt1549920,9,6.4
24532641,tt0139134,10,6.9
24532641,tt0358273,9,7.9
24532641,tt0101605,9,7.6
24532641,tt1673697,10,7.1
24532641,tt1592873,9,4.3
24532641,tt1412386,9,7.3
24532641,tt1389137,9,7.1
24532641,tt0457939,10,6.9
24532641,tt1753887,9,7.4
24532641,tt0112346,9,6.8
24532641,tt0120611,9,7.1
24532641,tt1067583,9,6.9
24532641,tt1198075,9,5.1
24532641,tt1064932,10,7.1
24738187,tt1790864,10,6.8
24738187,tt1631867,10,7.9
24738187,tt1535108,10,6.6
24738187,tt2356777,10,9.1
24738187,tt1454468,9,7.8
24738187,tt2243973,9,8.6
24738187,tt0773262,10,8.8
24738187,tt0903747,10,9.5
24738187,tt1475582,10,9.3
24738187,tt1124373,9,8.6
24738187,tt0106179,10,8.7
24738187,tt1486217,9,8.8
24738187,tt0367279,10,9.0
24738187,tt0303461,10,9.1
24738187,tt0903624,9,7.9
24738187,tt1371111,9,7.5
24738187,tt1520211,9,8.6
24738187,tt1345836,9,8.5
24738187,tt1446714,10,7.0
24738187,tt0473075,7,6.6
24738187,tt1513168,10,8.8
24738187,tt1687901,8,6.5
24738187,tt0944947,10,9.5
56881576,tt1843866,7,7.8
56881576,tt0816692,8,8.6
56881576,tt0993846,8,8.2
56881576,tt1872181,6,6.8
56661471,tt1392214,9,8.1
56661471,tt0093779,9,8.1
56661471,tt0910970,8,8.4
56661471,tt2294629,8,7.6
56661471,tt1981677,10,7.2
56661471,tt0903624,9,7.9
56661471,tt2310332,9,7.5
56661471,tt1170358,9,7.9
56661471,tt0111161,10,9.3
56661471,tt1877832,8,8.0
56661471,tt2015381,8,8.1
56661471,tt2103281,8,7.6
56661471,tt1318514,9,7.6
56661471,tt0338348,7,6.6
56661471,tt0468569,10,9.0
56661471,tt1670345,8,7.3
56661471,tt0317705,7,8.0
56661471,tt1345836,9,8.5
56661471,tt0110912,9,8.9
56661471,tt0109830,9,8.8
56661471,tt0120737,9,8.8
56661471,tt1201607,9,8.1
56661471,tt2024544,9,8.1
56661471,tt1446714,8,7.0
56661471,tt2109248,6,5.7
56661471,tt0110357,9,8.5
56661471,tt0372784,9,8.3
56661471,tt0266543,8,8.1
56661471,tt0330373,8,7.6
56661471,tt0325980,9,8.1
56661471,tt1951264,8,7.6
56661471,tt1790864,8,6.8
56661471,tt0167260,10,8.9
56661471,tt1772341,8,7.8
56661471,tt0105236,9,8.4
56661471,tt2872732,8,6.4
56661471,tt0435651,7,6.5
56661471,tt0167261,9,8.7
56661471,tt1323594,7,7.7
56661471,tt1690953,6,7.5
56661471,tt1667889,7,6.7
56661471,tt0816692,10,8.6
56661471,tt1375666,10,8.8
56661471,tt0482571,10,8.5
55356579,tt4727512,10,8.0
55356579,tt2375559,10,8.6
61950409,tt2120120,4,5.7
47528242,tt2720726,9,5.0
47528242,tt1857766,9,8.1
47528242,tt2179007,10,6.1
47528242,tt1536437,9,6.5
47528242,tt2495452,9,9.2
21556366,tt1617661,4,5.4
21556366,tt0816692,4,8.6
21556366,tt1392190,6,8.1
21556366,tt1399664,5,8.4
21556366,tt0409847,5,6.0
21556366,tt1823672,5,6.9
21556366,tt3747572,5,8.0
21556366,tt1663202,4,8.1
21556366,tt3460252,3,7.9
21556366,tt1790864,4,6.8
21556366,tt0477348,8,8.1
21556366,tt1706620,4,7.0
21556366,tt1403865,4,7.7
21556366,tt0831387,2,6.5
21556366,tt0062552,9,8.1
21556366,tt0058812,9,7.9
21556366,tt1343727,7,7.1
21556366,tt1431045,7,8.2
21556366,tt0478970,5,7.4
21556366,tt4800878,4,7.2
21556366,tt2151454,5,6.5
21556366,tt3922704,2,7.7
21556366,tt1209319,8,5.2
21556366,tt0213327,4,6.6
21556366,tt0105946,9,8.2
51171989,tt1673697,10,7.1
51171989,tt1809398,9,7.2
51171989,tt2436386,8,6.4
51171989,tt2360446,7,4.8
51171989,tt1764275,8,6.7
51171989,tt1561768,6,6.1
51171989,tt0978759,8,7.2
51171989,tt0468565,9,7.3
51171989,tt1242422,9,7.7
51171989,tt0477348,9,8.1
51171989,tt0472043,9,7.8
51171989,tt0317248,9,8.7
51171989,tt0457430,7,8.2
51171989,tt1020072,7,7.5
51171989,tt2614684,8,7.2
51171989,tt5060048,10,9.1
51171989,tt1422032,8,7.5
51171989,tt2652092,8,7.4
51171989,tt1706593,9,7.1
51171989,tt0112715,6,5.0
51171989,tt1657507,8,6.4
51171989,tt1659337,9,8.0
51171989,tt1385826,8,7.1
51171989,tt1541874,6,5.6
51171989,tt0780500,6,4.8
51171989,tt0243609,8,7.1
51171989,tt1441952,8,6.8
51171989,tt1173687,9,7.0
51171989,tt0186566,7,6.4
51171989,tt0448134,8,7.3
51171989,tt1323045,7,6.2
51171989,tt0053234,2,6.4
51171989,tt0115656,5,5.0
40252759,tt2872732,7,6.4
40252759,tt1833673,4,5.5
40252759,tt0062765,10,7.5
40252759,tt1068912,10,6.4
40252759,tt2082197,9,8.2
52896201,tt2666270,10,7.5
52896201,tt1219024,10,8.2
19941339,tt0106292,10,5.5
19941339,tt1648166,10,8.7
19941339,tt0804503,10,8.6
19941339,tt1442437,10,8.6
19941339,tt0099512,7,5.3
19941339,tt1478338,8,6.8
19941339,tt0105690,5,6.4
19941339,tt0119978,8,7.1
19941339,tt0381849,8,7.8
19941339,tt0309698,7,7.3
19941339,tt0144117,8,7.9
19941339,tt0106697,7,6.6
43407961,tt0993846,9,8.2
25315398,tt3353060,10,5.4
25315398,tt0098692,10,6.8
25315398,tt0100691,10,5.9
25315398,tt0097240,10,7.4
25315398,tt1959409,10,6.2
25315398,tt3534282,10,5.4
25315398,tt1528071,10,6.5
25315398,tt0320244,10,6.3
25315398,tt0314676,10,5.6
25315398,tt1727770,10,6.0
25315398,tt1931533,10,7.2
25315398,tt0406222,10,7.3
25315398,tt0115866,10,4.9
25315398,tt1045658,10,7.8
25315398,tt0237993,10,6.9
25315398,tt2090537,10,6.7
25315398,tt2087820,10,6.7
25315398,tt0206742,10,6.5
25315398,tt1212450,9,7.3
25315398,tt0844441,10,8.0
25315398,tt1082886,10,7.0
25315398,tt0116594,10,6.6
25315398,tt0773262,10,8.8
25315398,tt1119644,10,8.5
25315398,tt0285963,10,6.8
25315398,tt1563665,10,7.1
50735410,tt0469021,10,7.0
50735410,tt0898266,9,8.4
50735410,tt1520211,9,8.6
50735410,tt1578873,9,7.7
50735410,tt0369179,5,7.1
50735410,tt1981677,9,7.2
50735410,tt1723121,8,7.0
50735410,tt1232829,8,7.2
50735410,tt1245492,10,6.7
50735410,tt1915581,9,6.1
50735410,tt2191701,7,5.4
50735410,tt1980209,9,6.5
50735410,tt1204975,8,6.6
50735410,tt3063516,10,6.6
47788602,tt0144117,10,7.9
43572339,tt2356777,10,9.1
43572339,tt1490017,9,7.8
43572339,tt1866249,10,7.2
43572339,tt0267626,5,6.6
43572339,tt1682180,10,6.8
43572339,tt1450321,7,7.1
43572339,tt0446029,9,7.5
43572339,tt0440963,8,8.1
43572339,tt0372183,4,7.8
39738681,tt3787590,7,6.1
39738681,tt1905041,9,7.2
39738681,tt2101441,3,5.3
39738681,tt1988591,7,5.5
39738681,tt1632701,10,8.7
47905314,tt2465378,10,8.7
47905314,tt0328962,8,7.0
47905314,tt0264970,7,6.3
47905314,tt1200060,6,8.2
47905314,tt0169547,8,8.4
47905314,tt1312229,8,8.6
47905314,tt0357851,7,6.4
47905314,tt2351348,7,7.9
64360971,tt2488496,9,8.3
62303307,tt4456982,4,5.7
62303307,tt3618822,3,5.8
62303307,tt4457038,3,5.2
18229473,tt1097013,8,5.9
18229473,tt1114677,4,4.2
18229473,tt0457433,6,5.7
18229473,tt1405406,10,7.9
18229473,tt1099212,3,5.2
18229473,tt0426371,7,6.2
18229473,tt0397442,10,7.4
18229473,tt0800039,10,7.2
18229473,tt0468569,10,9.0
18229473,tt0364986,1,2.2
18229473,tt0799949,1,2.3
18229473,tt0838283,1,6.9
47404754,tt1454468,8,7.8
33736879,tt2933118,1,7.0
33736879,tt2861424,10,9.3
33736879,tt0848228,10,8.1
45426665,tt2433738,10,8.7
45426665,tt0109447,5,5.3
45426665,tt2230358,10,5.6
45426665,tt0185431,9,5.3
45426665,tt0243931,9,6.2
45426665,tt0116095,10,5.3
23613820,tt0837562,9,7.1
23613820,tt0470752,9,7.7
23613820,tt0816692,9,8.6
23613820,tt2802154,9,7.6
23613820,tt0976051,10,7.6
23613820,tt0993846,8,8.2
23613820,tt0790636,9,8.0
23613820,tt1291584,9,8.2
23613820,tt2692904,10,7.1
23613820,tt1631867,10,7.9
23613820,tt1877832,9,8.0
23613820,tt0096794,10,6.4
23613820,tt0078748,10,8.5
23613820,tt0099348,10,8.0
23613820,tt1375666,10,8.8
23613820,tt0091983,9,6.9
23613820,tt1462900,10,6.5
23613820,tt0101700,10,7.7
23613820,tt1723811,9,7.3
23613820,tt0211915,10,8.4
23613820,tt0088846,10,8.0
23613820,tt1670345,5,7.3
23613820,tt1259521,9,7.0
23613820,tt0289879,10,7.7
23613820,tt0246578,10,8.1
23613820,tt1385826,9,7.1
23613820,tt1343092,10,7.3
23613820,tt1483013,9,7.0
23613820,tt1673434,9,5.5
23613820,tt1345836,9,8.5
23613820,tt0460740,9,7.2
23613820,tt1568346,9,7.8
23613820,tt0100802,10,7.5
23613820,tt1270798,9,7.8
23613820,tt1302011,2,7.3
23613820,tt1285016,10,7.7
23613820,tt0070233,10,8.5
23613820,tt0944835,9,6.4
23613820,tt0429493,10,6.8
23613820,tt1320253,6,6.5
23613820,tt1323594,9,7.7
23613820,tt0938283,1,4.2
27260225,tt4270492,9,8.4
27260225,tt0874936,9,8.3
27260225,tt0118843,9,8.1
27260225,tt3804114,7,5.7
27260225,tt4084744,10,7.2
27260225,tt2582846,8,7.8
27260225,tt1921064,10,5.6
27260225,tt1296898,9,6.1
27260225,tt0460681,10,8.6
27260225,tt1538403,10,6.0
27260225,tt2125608,8,8.2
27260225,tt0443706,7,7.7
27260225,tt2334879,10,6.4
27260225,tt0822847,10,5.7
27260225,tt2595608,10,0.0
27260225,tt1595680,10,7.5
27260225,tt1446714,7,7.0
27260225,tt2125574,10,6.2
27260225,tt0414951,10,6.4
27260225,tt1683526,10,7.7
27260225,tt1470024,10,7.0
27260225,tt0484437,10,7.0
27260225,tt1807950,10,7.4
27260225,tt0424205,9,7.8
27260225,tt1563738,10,7.0
27260225,tt0426931,9,7.5
27260225,tt0475944,10,5.3
25247815,tt1856113,5,0.0
25247815,tt4096172,8,0.0
52837480,tt1250777,10,7.7
56579116,tt1951265,7,6.7
56579116,tt2015381,8,8.1
56579116,tt0468569,9,9.0
56579116,tt1375666,8,8.8
56579116,tt0081505,8,8.4
56579116,tt0137523,5,8.9
56579116,tt1345836,8,8.5
56579116,tt1853728,9,8.5
56579116,tt0114814,8,8.6
56579116,tt0910970,9,8.4
56579116,tt0435761,9,8.3
4580271,tt0434409,10,8.2
4580271,tt2084970,10,8.1
4580271,tt0421073,8,6.8
4580271,tt1037705,10,6.9
4580271,tt0496806,8,6.9
4580271,tt0903747,9,9.5
4580271,tt2226417,8,6.6
4580271,tt1259521,9,7.0
4580271,tt0830515,7,6.7
4580271,tt0311429,4,5.8
4580271,tt0848228,8,8.1
4580271,tt0948470,8,7.0
4580271,tt2302755,8,6.5
4580271,tt0105941,8,7.9
4580271,tt0286112,8,7.3
4580271,tt0373074,9,7.8
4580271,tt0052520,10,9.0
4580271,tt1024648,9,7.8
4580271,tt0381061,9,8.0
4580271,tt0810788,8,8.0
4580271,tt0103488,10,7.4
4580271,tt1591095,9,6.8
4580271,tt1253864,8,6.1
4580271,tt0123964,8,6.7
4580271,tt0217869,8,7.2
4580271,tt0936501,10,7.9
4580271,tt0442933,9,6.3
4580271,tt1478964,9,6.6
4580271,tt0164292,9,8.5
4580271,tt0773262,10,8.8
4580271,tt0240772,8,7.8
4580271,tt0349903,8,6.4
59979169,tt2562232,6,7.8
26038705,tt2632424,10,8.4
26038705,tt0361748,10,8.3
26038705,tt0499549,10,7.9
26038705,tt1475582,10,9.3
26038705,tt0460681,10,8.6
26038705,tt1921064,10,5.6
25762193,tt1509803,7,6.1
25762193,tt0458339,7,6.8
25762193,tt1300854,6,7.3
25762193,tt0371746,7,7.9
25762193,tt1392170,7,7.3
25762193,tt1981115,8,7.1
25762193,tt1872181,4,6.8
25762193,tt0770828,8,7.2
25762193,tt1232829,8,7.2
25762193,tt1951264,7,7.6
25762193,tt1587310,8,7.0
25762193,tt1790864,6,6.8
25762193,tt1568346,8,7.8
25762193,tt1483013,6,7.0
25762193,tt1454468,8,7.8
25762193,tt1535108,5,6.6
25762193,tt0758752,9,6.7
25762193,tt1606389,6,6.8
25762193,tt1599348,7,6.8
25762193,tt1598778,8,6.6
25762193,tt1403981,7,7.2
25762193,tt0477080,7,6.8
25762193,tt2109248,6,5.7
25762193,tt1267297,8,6.0
25762193,tt1843866,9,7.8
25762193,tt1840309,7,6.7
25762193,tt2294629,6,7.6
25762193,tt0831387,8,6.5
25762193,tt1490017,5,7.8
25762193,tt1731141,8,6.7
25762193,tt1205537,6,6.2
25762193,tt1563738,10,7.0
25762193,tt1067774,3,5.8
25762193,tt0452694,9,7.1
54097670,tt0057878,10,6.8
54097670,tt0063094,10,7.1
54097670,tt0174399,9,7.1
54097670,tt0068230,9,6.5
54097670,tt0059125,8,6.7
54097670,tt0057334,10,7.3
54097670,tt0055205,10,7.4
54097670,tt0065854,9,6.6
54097670,tt0058383,10,7.2
54097670,tt0058382,10,7.1
54097670,tt0057379,10,5.4
54097670,tt0094336,10,7.8
55105183,tt0413573,8,7.7
55105183,tt1219024,8,8.2
55105183,tt2372162,9,8.3
55105183,tt1442437,9,8.6
55105183,tt1826940,8,7.8
55105183,tt0108778,10,9.0
55105183,tt1837576,9,7.9
55105183,tt0468569,9,9.0
55105183,tt0397442,8,7.4
55105183,tt0993846,8,8.2
55105183,tt0368530,9,7.7
55105183,tt1375666,6,8.8
55105183,tt0137523,8,8.9
55105183,tt1327801,6,6.7
55105183,tt1853728,9,8.5
55105183,tt1454029,8,8.1
55105183,tt2582846,8,7.8
55105183,tt1179817,6,5.0
55105183,tt1010048,8,8.0
55105183,tt0910970,8,8.4
55105183,tt0892769,9,8.2
55105183,tt0435761,9,8.3
46486223,tt1856010,9,9.0
46486223,tt1405406,8,7.9
46486223,tt0844441,9,8.0
46486223,tt1392170,7,7.3
46486223,tt1538403,2,6.0
46486223,tt0400021,10,5.7
46486223,tt2708764,4,6.0
46486223,tt0409860,10,6.4
46486223,tt0381061,9,8.0
46486223,tt1074638,9,7.8
46486223,tt2193053,7,6.1
54593025,tt0212712,8,7.5
54593025,tt0109424,8,8.1
54593025,tt2235561,9,7.9
54593025,tt1946245,9,0.0
51180301,tt0113896,10,7.3
44930988,tt3404234,10,6.7
44930988,tt2053463,10,7.1
25983629,tt0253991,10,8.5
25983629,tt2610768,1,2.4
25983629,tt0905372,7,6.2
25983629,tt1488555,7,6.4
25983629,tt0914863,9,7.1
25983629,tt0144084,9,7.6
25983629,tt0361862,8,7.7
25983629,tt1295072,8,6.9
25983629,tt1699231,3,5.3
25983629,tt0137523,9,8.9
25983629,tt0499549,9,7.9
25983629,tt0480249,9,7.2
25983629,tt0363547,9,7.4
25983629,tt0910970,10,8.4
25983629,tt1120985,9,7.4
25983629,tt0959337,7,7.3
25983629,tt0360486,9,6.9
25983629,tt1462758,9,7.0
25983629,tt1314655,2,6.3
25983629,tt1192628,10,7.2
25983629,tt1915551,5,5.6
25983629,tt1523400,7,5.8
52675176,tt2461132,10,5.4
52675176,tt0106333,10,7.8
52675176,tt0164538,10,7.8
52675176,tt0109555,10,7.9
52675176,tt0871510,10,8.4
52675176,tt0112870,10,8.3
52675176,tt0420332,10,7.9
52675176,tt0172684,10,7.8
52675176,tt0367110,10,8.3
52675176,tt0110222,10,8.1
52675176,tt0451850,10,6.7
52675176,tt1188996,10,8.0
52675176,tt0347304,10,8.1
43789234,tt3398228,10,8.3
43789234,tt1690953,8,7.5
43789234,tt1418377,4,5.1
43789234,tt0773262,10,8.8
43789234,tt0411008,4,8.4
43789234,tt0111161,9,9.3
43789234,tt0182576,8,8.3
43789234,tt2294629,8,7.6
43789234,tt1024648,6,7.8
43789234,tt2234155,7,6.3
43789234,tt2395482,10,8.4
43789234,tt0455275,10,8.5
43789234,tt1119644,10,8.5
43789234,tt1210819,9,6.5
43789234,tt1907668,8,7.3
43789234,tt2193215,6,5.3
43789234,tt1343092,9,7.3
62146817,tt0306414,7,9.4
62146817,tt0944947,9,9.5
62146817,tt2741602,7,8.2
62146817,tt2661044,7,7.8
62146817,tt0364845,9,7.9
62146817,tt3322312,9,8.8
62146817,tt0185906,9,9.6
62146817,tt2262532,7,8.0
62146817,tt2249007,9,8.3
62146817,tt4159076,8,7.3
62146817,tt2891574,7,7.5
62146817,tt1492179,8,8.3
62146817,tt0795176,9,9.5
62146817,tt2395695,9,9.4
62146817,tt0094517,7,8.7
62146817,tt0314979,9,8.6
62146817,tt1493239,9,8.5
62146817,tt1513168,8,8.8
62146817,tt2306299,9,8.6
62146817,tt0898266,8,8.4
62146817,tt1520211,9,8.6
62146817,tt3006802,9,8.5
62146817,tt1442437,7,8.6
62146817,tt2575988,8,8.5
62146817,tt1632701,9,8.7
62146817,tt1124373,9,8.6
62146817,tt0436992,8,8.8
62146817,tt0106179,9,8.7
62146817,tt1586680,9,8.7
62146817,tt1606375,9,8.7
62146817,tt1474684,6,8.6
62146817,tt0092455,9,8.6
62146817,tt0758745,8,8.7
62146817,tt0060028,9,8.4
62146817,tt0200276,9,8.8
62146817,tt1489428,9,8.6
62146817,tt1119644,8,8.5
62146817,tt0348914,8,8.8
62146817,tt0118480,8,8.4
62146817,tt1870479,9,8.6
62146817,tt3428912,6,8.5
62146817,tt0407362,9,8.8
62146817,tt0068098,8,8.4
62146817,tt0487831,7,8.6
62146817,tt0310455,8,8.4
62146817,tt0402711,7,8.4
62146817,tt0056751,7,8.5
62146817,tt0094535,7,8.5
62146817,tt0096639,9,8.8
51795403,tt0266543,10,8.1
51795403,tt1049413,10,8.3
51795403,tt0910970,10,8.4
51795403,tt0435761,10,8.3
51795403,tt2395427,10,7.5
51795403,tt0458339,10,6.8
51795403,tt2015381,10,8.1
51795403,tt1300854,3,7.3
51795403,tt0800369,9,7.0
51795403,tt1981115,9,7.1
51795403,tt0800080,9,6.8
51795403,tt2788710,10,6.6
51795403,tt1641349,10,6.8
51795403,tt2103281,10,7.6
51795403,tt1267297,10,6.0
51795403,tt2975578,8,6.5
51795403,tt1877832,10,8.0
51795403,tt0848228,10,8.1
51795403,tt1843866,10,7.8
51795403,tt0371746,8,7.9
51795403,tt1392170,9,7.3
51795403,tt1840309,7,6.7
51795403,tt1228705,7,7.0
51795403,tt0770828,8,7.2
51795403,tt1951264,9,7.6
51795403,tt0903624,7,7.9
51795403,tt0796366,10,8.0
51795403,tt1170358,8,7.9
51795403,tt1408101,8,7.8
49918171,tt5047632,10,0.0
36502091,tt1405365,8,6.7
36502091,tt3215346,9,7.5
